ocel_id;ocel_time;p_duration[s];s_co2e[kg];i_electric-from-grid-de[kWh];i_gas_input[Wh];i_emission-of-burn[Wh]
e_heat_922;2023-04-03 10:53:56;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_923;2023-04-03 10:54:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_924;2023-04-03 10:54:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_925;2023-04-03 10:54:36;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_926;2023-04-03 10:54:54;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_927;2023-04-03 10:55:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_928;2023-04-03 10:55:22;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_929;2023-04-03 10:55:36;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_930;2023-04-03 10:55:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_931;2023-04-03 10:56:05;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_932;2023-04-03 10:56:17;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_933;2023-04-03 10:56:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_934;2023-04-03 10:56:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_935;2023-04-03 10:56:59;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_936;2023-04-03 10:57:17;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_937;2023-04-03 10:57:28;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_938;2023-04-03 10:57:43;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_939;2023-04-03 10:57:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_940;2023-04-03 10:58:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_941;2023-04-03 10:58:24;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_942;2023-04-03 10:58:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_943;2023-04-03 10:58:54;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_944;2023-04-03 10:59:08;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_945;2023-04-03 10:59:24;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_946;2023-04-03 10:59:37;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_947;2023-04-03 10:59:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_948;2023-04-03 11:00:04;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_949;2023-04-03 11:00:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_950;2023-04-03 11:00:35;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_951;2023-04-03 11:00:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_952;2023-04-03 11:01:03;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_953;2023-04-03 11:01:18;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_954;2023-04-03 11:01:29;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_955;2023-04-03 11:01:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_956;2023-04-03 11:02:01;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_957;2023-04-03 11:02:15;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_958;2023-04-03 11:02:28;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_959;2023-04-03 11:02:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_960;2023-04-03 11:03:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_961;2023-04-03 11:03:12;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_962;2023-04-03 11:03:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_963;2023-04-03 11:03:43;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_964;2023-04-03 11:04:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_965;2023-04-03 11:04:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_966;2023-04-03 11:04:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_967;2023-04-03 11:04:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_968;2023-04-03 11:04:54;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_969;2023-04-03 11:05:04;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_970;2023-04-03 11:05:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_971;2023-04-03 11:05:33;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_972;2023-04-03 11:05:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_973;2023-04-03 11:06:02;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_974;2023-04-03 11:06:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_975;2023-04-03 11:06:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_976;2023-04-03 11:06:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_977;2023-04-03 11:07:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_978;2023-04-03 11:07:14;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_979;2023-04-03 11:07:28;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_980;2023-04-03 11:07:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_981;2023-04-03 11:07:56;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_982;2023-04-03 11:08:12;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_983;2023-04-03 11:08:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_984;2023-04-03 11:08:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_985;2023-04-03 11:08:56;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_986;2023-04-03 11:09:07;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_987;2023-04-03 11:09:24;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_988;2023-04-03 11:09:37;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_989;2023-04-03 11:09:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_990;2023-04-03 11:10:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_991;2023-04-03 11:10:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_992;2023-04-03 11:10:36;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_993;2023-04-03 11:10:45;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_994;2023-04-03 11:11:03;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_995;2023-04-03 11:11:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_996;2023-04-03 11:11:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_997;2023-04-03 11:11:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_998;2023-04-03 11:11:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_999;2023-04-03 11:12:12;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1000;2023-04-03 11:12:24;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1001;2023-04-03 11:12:42;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1002;2023-04-03 11:12:55;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1003;2023-04-03 11:13:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1004;2023-04-03 11:13:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1005;2023-04-03 11:13:42;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1006;2023-04-03 11:13:53;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1007;2023-04-03 11:14:07;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1008;2023-04-03 11:14:20;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1009;2023-04-03 11:14:36;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1010;2023-04-03 11:14:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1011;2023-04-03 11:15:04;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1012;2023-04-03 11:15:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1013;2023-04-03 11:15:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1014;2023-04-03 11:15:47;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1015;2023-04-03 11:16:01;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1016;2023-04-03 11:16:14;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1017;2023-04-03 11:16:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1018;2023-04-03 11:16:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1019;2023-04-03 11:17:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1020;2023-04-03 11:17:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1021;2023-04-03 11:17:27;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1022;2023-04-03 11:17:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1023;2023-04-03 11:17:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1024;2023-04-03 11:18:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1025;2023-04-03 11:18:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1026;2023-04-03 11:18:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1027;2023-04-03 11:18:53;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1028;2023-04-03 11:19:08;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1029;2023-04-03 11:19:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1030;2023-04-03 11:19:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1031;2023-04-03 11:19:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1032;2023-04-03 11:20:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1033;2023-04-03 11:20:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1034;2023-04-03 11:20:35;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1035;2023-04-03 11:20:48;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1036;2023-04-03 11:21:01;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1037;2023-04-03 11:21:15;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1038;2023-04-03 11:21:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1039;2023-04-03 11:21:45;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1040;2023-04-03 11:21:59;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1041;2023-04-03 11:22:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1042;2023-04-03 11:22:27;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1043;2023-04-03 11:22:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1044;2023-04-03 11:22:57;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1045;2023-04-03 11:23:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1046;2023-04-03 11:23:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1047;2023-04-03 11:23:40;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1048;2023-04-03 11:23:55;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1049;2023-04-03 11:24:10;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1050;2023-04-03 11:24:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1051;2023-04-03 11:24:38;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1052;2023-04-03 11:24:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1053;2023-04-03 11:25:05;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1054;2023-04-03 11:25:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1055;2023-04-03 11:25:34;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1056;2023-04-03 11:25:50;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1057;2023-04-03 11:26:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1058;2023-04-03 11:26:17;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1059;2023-04-03 11:26:34;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1060;2023-04-03 11:26:46;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1061;2023-04-03 11:26:59;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1062;2023-04-03 11:27:16;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1063;2023-04-03 11:27:29;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1064;2023-04-03 11:27:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1065;2023-04-03 11:27:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1066;2023-04-03 11:28:09;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1067;2023-04-03 11:28:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1068;2023-04-03 11:28:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1069;2023-04-03 11:28:54;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1070;2023-04-03 11:29:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1071;2023-04-03 11:29:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1072;2023-04-03 11:29:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1073;2023-04-03 11:29:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1074;2023-04-03 11:30:08;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1075;2023-04-03 11:30:18;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1076;2023-04-03 11:30:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1077;2023-04-03 11:30:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1078;2023-04-03 11:31:01;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1079;2023-04-03 11:31:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1080;2023-04-03 11:31:31;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1081;2023-04-03 11:31:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1082;2023-04-03 11:31:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1083;2023-04-03 11:32:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1084;2023-04-03 11:32:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1085;2023-04-03 11:32:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1086;2023-04-03 11:32:56;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1087;2023-04-03 11:33:08;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1088;2023-04-03 11:33:22;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1089;2023-04-03 11:33:36;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1090;2023-04-03 11:33:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1091;2023-04-03 11:34:05;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1092;2023-04-03 11:34:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1093;2023-04-03 11:34:33;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1094;2023-04-03 11:34:47;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1095;2023-04-03 11:35:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1096;2023-04-03 11:35:15;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1097;2023-04-03 11:35:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1098;2023-04-03 11:35:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1099;2023-04-03 11:36:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1100;2023-04-03 11:36:16;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1101;2023-04-03 11:36:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1102;2023-04-03 11:36:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1103;2023-04-03 11:36:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1104;2023-04-03 11:37:12;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1105;2023-04-03 11:37:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1106;2023-04-03 11:37:42;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1107;2023-04-03 11:37:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1108;2023-04-03 11:38:09;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1109;2023-04-03 11:38:23;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1110;2023-04-03 11:38:37;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1111;2023-04-03 11:38:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1112;2023-04-03 11:39:07;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1113;2023-04-03 11:39:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1114;2023-04-03 11:39:38;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1115;2023-04-03 11:39:50;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1116;2023-04-03 11:40:04;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1117;2023-04-03 11:40:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1118;2023-04-03 11:40:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1119;2023-04-03 11:40:43;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1120;2023-04-03 11:41:01;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1121;2023-04-03 11:41:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1122;2023-04-03 11:41:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1123;2023-04-03 11:41:45;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1124;2023-04-03 11:41:57;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1125;2023-04-03 11:42:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1126;2023-04-03 11:42:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1127;2023-04-03 11:42:38;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1128;2023-04-03 11:42:54;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1129;2023-04-03 11:43:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1130;2023-04-03 11:43:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1131;2023-04-03 11:43:35;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1132;2023-04-03 11:43:48;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1133;2023-04-03 11:44:05;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1134;2023-04-03 11:44:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1135;2023-04-03 11:44:34;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1136;2023-04-03 11:44:46;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1137;2023-04-03 11:45:02;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1138;2023-04-03 11:45:16;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1139;2023-04-03 11:45:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1140;2023-04-03 11:45:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1141;2023-04-03 11:46:01;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1142;2023-04-03 11:46:15;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1143;2023-04-03 11:46:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1144;2023-04-03 11:46:40;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1145;2023-04-03 11:46:56;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1146;2023-04-03 11:47:12;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1147;2023-04-03 11:47:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1148;2023-04-03 11:47:38;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1149;2023-04-03 11:47:53;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1150;2023-04-03 11:48:10;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1151;2023-04-03 11:48:28;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1152;2023-04-03 11:48:37;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1153;2023-04-03 11:48:53;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1154;2023-04-03 11:49:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1155;2023-04-03 11:49:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1156;2023-04-03 11:49:36;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1157;2023-04-03 11:49:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1158;2023-04-03 11:50:03;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1159;2023-04-03 11:50:19;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1160;2023-04-03 11:50:32;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1161;2023-04-03 11:50:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1162;2023-04-03 11:51:02;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1163;2023-04-03 11:51:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1164;2023-04-03 11:51:29;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1165;2023-04-03 11:51:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1166;2023-04-03 11:51:58;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1167;2023-04-03 11:52:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1168;2023-04-03 11:52:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1169;2023-04-03 11:52:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1170;2023-04-03 11:52:55;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1171;2023-04-03 11:53:09;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1172;2023-04-03 11:53:27;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1173;2023-04-03 11:53:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1174;2023-04-03 11:53:55;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1175;2023-04-03 11:54:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1176;2023-04-03 11:54:24;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1177;2023-04-03 11:54:37;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1178;2023-04-03 11:54:51;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1179;2023-04-03 11:55:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1180;2023-04-03 11:55:20;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1181;2023-04-03 11:55:34;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1182;2023-04-03 11:55:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1183;2023-04-03 11:56:02;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1184;2023-04-03 11:56:16;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1185;2023-04-03 11:56:30;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1186;2023-04-03 11:56:45;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1187;2023-04-03 11:56:59;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1188;2023-04-03 11:57:15;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1189;2023-04-03 11:57:27;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1190;2023-04-03 11:57:41;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1191;2023-04-03 11:57:56;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1192;2023-04-03 11:58:13;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1193;2023-04-03 11:58:25;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1194;2023-04-03 11:58:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1195;2023-04-03 11:58:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1196;2023-04-03 11:59:09;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1197;2023-04-03 11:59:21;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1198;2023-04-03 11:59:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1199;2023-04-03 11:59:49;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1200;2023-04-03 12:00:04;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1201;2023-04-03 12:00:17;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1202;2023-04-03 12:00:35;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1203;2023-04-03 12:00:46;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1204;2023-04-03 12:01:00;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1205;2023-04-03 12:01:18;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1206;2023-04-03 12:01:29;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1207;2023-04-03 12:01:44;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1208;2023-04-03 12:01:57;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1209;2023-04-03 12:02:11;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1210;2023-04-03 12:02:26;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1211;2023-04-03 12:02:39;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1212;2023-04-03 12:02:54;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1213;2023-04-03 12:03:08;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1214;2023-04-03 12:03:24;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1215;2023-04-03 12:03:40;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1216;2023-04-03 12:03:52;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1217;2023-04-03 12:04:06;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1218;2023-04-03 12:04:20;900.0;0.0138019093344;0.02;0.49392;0.49392
e_heat_1219;2023-04-03 12:04:33;900.0;0.0138019093344;0.02;0.49392;0.49392
